VISIT_AREA_NM,REVISIT_INTENTION,RCMDTN_INTENTION,X_COORD,Y_COORD,Total_value
어나더플레이스,4,5,127.0977692,37.85319616,9
어니언,5,5,127.0582081,37.5447824,10
어니언 4호점,5,5,127.0015281,37.56982644,10
어니언 안국점,3,4,126.9865737,37.5776319,7
어니언컴퍼니,11,12,127.0582081,37.5447824,23
어둠속의대화,14,15,126.9848008,37.58333498,29
어라운드데이,5,5,127.0412696,37.54686183,10
어라운드에잇,5,5,126.8965031,37.85707437,10
어락,10,10,127.0678693,38.04356361,20
어랑손만두,3,4,127.2242429,37.63628483,7
어랑추,8,8,127.1375411,37.61167848,16
어로프슬라이스피스,12,12,127.1910072,37.2627565,24
어로프슬라이스피스 퇴촌점,4,4,127.3854267,37.47622157,8
어머나바지락손칼국수,4,4,126.5707843,37.26005027,8
어머조개닭,4,3,127.3408854,37.61376382,7
어메이징파크,13,13,127.1422054,37.92657256,26
어바웃네이처,4,3,127.3544696,37.23938542,7
어바웃브레드,5,5,127.1265804,36.99412814,10
어반81,4,4,127.0485734,37.51261378,8
어반그린스,5,5,126.7612917,37.71581454,10
어반런드렛 더 테라스,1,4,127.104871,37.31089938,5
어반리프,4,5,127.1031735,37.23838877,9
어반바이브,5,5,129.3774943,36.02706533,10
어반스테이 동탄,9,10,127.0706519,37.20406647,19
어반스테이 인천송도,35,34,126.6280094,37.40527584,69
어반아지트,3,3,126.7236843,37.49466435,6
어반이스트호텔,12,12,126.8739497,37.64812717,24
어반포트 케이스퀘어시티 주차장,5,5,126.9802093,37.56851654,10
어반플랜트 서빙고,5,5,126.9931935,37.52056772,10
어반플랜트 합정,4,4,126.9171881,37.54789417,8
어반플레이스,5,5,127.370404,37.68823621,10
어부네옛매운탕,5,5,126.5260174,33.51158514,10
어부의밥상,4,5,127.1856137,37.00644217,9
어부집,4,4,126.8192404,37.89673631,8
어스17카페,5,5,127.7939642,37.93276406,10
어썸마운틴,7,7,126.926489,37.56044221,14
어울더울,5,5,126.9930376,37.40943245,10
어울림공원,4,4,127.1285093,37.6442611,8
어쩌다산책,9,9,127.0040168,37.58246553,18
어천역 수인분당선,3,3,126.9088,37.25008785,6
어천저수지,5,5,126.9166588,37.2539429,10
어촌마을,5,5,126.8440619,37.5222841,10
어텐디 북촌점,7,8,126.9860322,37.57916173,15
어텐디드가든카페,5,7,127.5578406,37.89451901,12
어텐션,3,3,126.9223958,37.55007272,6
어퍼앤언더,5,5,127.0277261,37.50273739,10
언남중학교,2,3,127.0441476,37.47255674,5
언노운다이너,2,2,127.0454864,37.48418646,4
언더스타,3,3,126.9219401,37.55296642,6
언더스탠드에비뉴,4,4,127.0436872,37.54356474,8
언더스테이지,10,10,127.0006789,37.53663008,20
언덕위에제빵소,4,5,127.1655885,37.78706943,9
언덕카페,9,9,126.9045941,35.38071114,18
언올드첨,2,4,127.0047533,37.26971875,6
언칼국수 금촌본점,4,3,126.7747779,37.7619418,7
언톨드,5,5,127.2979439,37.23120648,10
언포모,3,4,127.0410774,37.54722229,7
얼레이호텔,2,4,127.0977194,37.28848862,6
얼맥당 합정점,3,3,126.912123,37.54978531,6
얼스어스 서촌점,9,9,126.9712312,37.58533806,18
엄마백반,3,3,127.0290275,37.51077134,6
엄마손김밥,5,5,127.0188798,36.78682961,10
엄마손칼국수,4,4,127.0802554,37.67103052,8
엄마의거리,5,5,126.683906,37.64031813,10
엄용백돼지국밥 종각점,4,4,126.9857823,37.57189428,8
업스테어키친,4,4,126.7361275,37.72905922,8
업스테이지,8,9,127.0043473,37.58007248,17
엉베흐,5,5,126.8907052,37.50342981,10
엉클드파리,4,4,127.2790133,37.19226067,8
엉클인더키친 2호점,2,3,126.6610021,37.37973386,5
"엉클인더키친 트리플스트리트점, 트리플스트리트",3,4,126.6613459,37.3797327,7
에그궁,15,15,127.0102709,37.28542173,30
에그릭,5,5,126.7761104,37.49678818,10
에그셀런트 선릉역점,4,4,127.0503043,37.50301556,8
에그슬럿 여의도점,7,5,126.9283953,37.52582158,12
에그앤플라워,5,5,126.9844634,37.54535434,10
에그옐로우 주차장,4,4,126.95219,37.48091939,8
에너지사이언스,5,5,127.037329,37.48258192,10
에델바이스 스위스 테마파크,17,16,127.4474799,37.66778896,33
에딧76,5,5,126.9278228,37.52705561,10
에뚜왈,4,4,127.0222216,37.52131456,8
에르메스 신세계백화점 본점,4,3,126.9810851,37.56089426,7
에르제성수,5,5,127.0589316,37.54389455,10
에리카,5,5,127.029713,37.58517565,10
에맥앤볼리오스 롯데월드몰점,3,3,127.1038905,37.51355567,6
에머이 남부터미널점,5,5,127.0169498,37.48469947,10
에머이 대학로점,2,3,127.00377,37.58162581,5
에머이 판교점,4,3,127.1109724,37.39660141,7
에메랄드그린,5,5,127.1510561,37.04630439,10
에버그린펜션,5,5,127.1981729,37.2706036,10
에버랜드,403,410,127.1997156,37.29604684,813
에버랜드 1주차장,5,4,127.2172475,37.29347451,9
에버랜드 T익스프레스,4,5,127.202818,37.28992661,9
에버랜드 그랜드엠포리엄,8,9,127.2035556,37.294153,17
에버랜드 라시언메모리엄,5,5,127.2037829,37.29478694,10
에버랜드 로스트밸리,10,10,127.2079563,37.29169814,20
에버랜드 롤링엑스트레인,5,5,127.2012654,37.2930144,10
에버랜드 매직타임레스토랑,5,5,127.2025314,37.29072361,10
에버랜드 매표소,5,5,127.2046772,37.29518185,10
에버랜드 멀린스스낵,3,4,127.1989982,37.29204872,7
에버랜드 아마존익스프레스,15,15,127.2048028,37.29159191,30
에버랜드 알파인종합식당,5,5,127.2045028,37.29074185,10
에버랜드 애니멀원더스테이지,5,5,127.2034195,37.29220339,10
에버랜드 에버마트,5,5,127.2050041,37.29428025,10
에버랜드 에스파 포토존,5,5,126.2404729,33.39388856,10
에버랜드 오리엔탈누들레스토랑,7,7,127.2031894,37.29385449,14
에버랜드 정문,10,10,127.2044017,37.29508862,20
에버랜드 차이나문,5,5,127.2004067,37.29158502,10
에버랜드 카니발광장,5,5,127.202108,37.2909514,10
에버랜드 판다월드,13,13,127.202822,37.29309464,26
에버랜드 포시즌스가든,5,5,127.2004029,37.29098313,10
에버랜드 한가람,9,10,127.2012951,37.29060318,19
에버랜드 홈브리지캐빈호스텔,14,14,127.1980689,37.28900478,28
에버랜드 홈브리지캐빈호스텔 신관,4,4,127.1976705,37.2897515,8
에버렌드 랩터 레인저,5,5,127.2035836,37.29112908,10
에버리움펜션,3,2,127.220907,37.31616118,5
에버오렌지펜션,2,2,127.2180452,37.28618005,4
에버찜질사우나,5,5,127.2235461,37.28084646,10
에베레스트 레스토랑 동대문점,3,4,127.0125017,37.57257202,7
에베레스트레스토랑 동대문점,5,5,127.0125017,37.57257202,10
에브리데이토스트,5,5,127.0189357,37.57137284,10
에브리띵베이글,3,3,126.9296172,37.56777823,6
에스부리또,1,3,126.7950138,37.3307519,4
에스엔에스피씨,4,4,126.9234489,37.55607765,8
에스엠여주375,3,3,127.6179759,37.24218513,6
에스텔라,13,12,126.5780726,37.26603682,25
에스팩토리,5,6,127.0595733,37.54264454,11
에스프레소바 투또톤토,5,5,127.0714031,37.54214243,10
에스프레소플래닛,4,4,126.7419205,37.35126573,8
에스플래닛,5,5,127.0449509,37.46804868,10
에스호텔,5,5,126.7873988,37.48472114,10
에어비앤비,10,10,127.7282284,37.8821512,20
에어비앤비 갤럭시2,4,4,127.0609426,37.0666469,8
에어비앤비 숙소,21,21,127.155235,35.8236165,42
에어비앤비 쉼표집,5,5,126.907876,37.5156837,10
에어비앤비(바베큐 가능한 독채 전원주택),5,5,129.3338984,35.53623204,10
에이든 바이 베스트웨스턴 청담,2,2,127.0304767,37.51997473,4
에이랜드 잠실점,3,2,127.1040841,37.51368435,5
에이랜드 홍대점,3,4,126.921132,37.55310464,7
에이셉피자,5,5,127.0492966,37.54431613,10
에이스모텔,6,6,127.5949467,37.48442718,12
에이스하드웨어 용산점,3,3,126.9592696,37.53338306,6
에이스호텔,6,5,127.2395086,37.51847514,11
에이에이플레이스,3,3,126.922314,37.55472542,6
에이원호텔,6,8,127.1704295,37.6083884,14
에이치씨어터,1,1,127.0047185,37.57760014,2
에이커,5,5,126.9694673,37.57955324,10
에이큐브호텔,18,17,127.0017295,37.5661792,35
에일당,3,3,126.9900859,37.57351471,6
에잇비돌체 잠실월드타워점,5,3,127.1003147,37.51332,8
에잇세컨즈 건대스타시티점,3,3,127.0712157,37.53899806,6
에잇세컨즈 롯데몰 수원점,4,4,126.9972943,37.26401703,8
에잇세컨즈 명동점,4,4,126.9841721,37.56356887,8
에즈파파,2,2,126.9198156,36.92018916,4
에코의서재,5,5,127.1100191,37.32148816,10
에코코인노래연습장,3,3,126.7406868,37.44405,6
에코타운,4,4,127.2272559,37.27333195,8
에쿠스모텔,1,1,126.9940081,37.30679102,2
에키노마에,4,4,126.7234861,37.49044899,8
에프라운지,5,5,127.1076479,37.50639203,10
에피그램 올모스트홈,5,5,126.9896626,37.53987323,10
에피소드706,5,5,127.5422619,37.51240258,10
엑스라이프,5,5,128.595514,35.87565702,10
엑스익스프레스 성수낙낙점,5,5,127.0652799,37.5467681,10
엑스코 동관,5,5,128.6146327,35.90811549,10
엑스코 서관,5,5,128.6130296,35.90717733,10
엑스코서관 창의융합교육 전시실,5,5,126.618189,37.47483495,10
엑시토,5,5,126.7901006,37.49456226,10
엔321(n321),5,5,127.006445,37.57970298,10
엔메르,5,5,127.1446601,37.55060066,10
엔보트 고양점,4,4,126.8696752,37.60417242,8
엔살라다 선릉본점,5,5,127.048384,37.50665642,10
엔제리너스 롯데백화점 동탄점,5,5,127.0979306,37.20069965,10
엔제리너스 명동시티호텔점,3,3,126.9878886,37.56698589,6
엔제리너스 수서환승통로점,3,3,127.1044788,37.48529511,6
엔젤코인노래연습장 건대점,5,5,127.070466,37.54074645,10
엔터식스 안양역점,24,23,126.9230011,37.40143536,47
엔터식스 왕십리역점,5,5,127.0383737,37.56200677,10
엔테라스 카페,5,5,126.9878685,37.55112113,10
엔틸로프,12,14,126.5538574,37.28174136,26
엔피어싱,10,10,126.6185391,35.42851842,20
엘레강스모텔,3,3,127.1084028,37.27387528,6
엘렌뮤즈,5,5,126.9709233,37.57914636,10
엘리시안강촌,7,7,127.5899172,37.82214513,14
엘리제펜션,10,10,127.5033428,37.71521239,20
엘리트농부 로컬푸드,5,5,126.785231,37.59724469,10
엘리펀트플라잉,10,10,126.6965598,37.78819695,20
엘마트 광주점,5,5,127.3105797,37.36430531,10
엘마트 구리점,5,5,127.1415515,37.61225037,10
엘마트 대부도점 주차장,4,4,126.5706603,37.27177319,8
엘마트 용인점,4,4,127.0766569,37.32288045,8
엘비스분식,2,1,126.696046,37.79057055,3
엘비엔,4,4,127.1910612,37.56553087,8
엘샌드위치,3,3,126.981763,37.57505081,6
엘에이피자,3,3,126.6702646,37.52761207,6
엘타워,3,3,127.0356262,37.48234278,6
엠바웃,5,5,126.7221964,37.49062256,10
엠브로돈까스 신촌점,4,4,126.9382167,37.55786307,8
엠블럭,5,5,127.3613675,37.75954878,10
엠앤럭키호텔,40,41,126.9908989,37.57134337,81
엠플라자,3,3,126.9851683,37.56260313,6
엠플레이그라운드 건대점,4,4,127.0702623,37.5407718,8
엠플레이그라운드 연세점,3,2,126.937135,37.55619205,5
엠플레이그라운드 홍대1호점,5,5,126.922938,37.55549348,10
여강길 10코스(천년도자길),4,5,127.6309912,37.31519324,9
여기런던,4,4,127.0564299,37.53966558,8
여내울,2,2,127.6131358,37.28243581,4
여내울 수월정,5,5,127.6113255,37.24694466,10
여락식당,4,4,126.688593,37.47913564,8
여래암,4,4,127.0121202,37.28501699,8
여명 본점,4,4,126.9784966,37.19312068,8
여산휴게소 순천방향,7,7,127.10233,36.0484763,14
여수공항,14,14,127.6139364,34.83997745,28
여수종합버스터미널,10,10,127.716998,34.75820211,20
여울목펜션,2,3,126.8660447,33.36961132,5
여유당,5,5,127.300125,37.51672946,10
여의나루선착장,9,9,126.9352981,37.52747981,18
여의나루역 5호선,22,22,126.932986,37.52714695,44
여의도 한강공원,5,5,126.4079226,33.45274787,10
여의도KBS홀,8,8,126.9152214,37.52582728,16
여의도계절광장,5,5,126.9375547,37.52375087,10
여의도곱창,5,5,126.9330573,37.52324745,10
여의도공원,45,44,126.9223482,37.52613492,89
여의도공원 문화의마당,8,8,126.9203361,37.5246307,16
여의도공원 한국전통의숲,5,5,126.9272776,37.52923029,10
여의도샤브샤브,2,3,126.9269329,37.52076787,5
여의도역 5호선,5,5,126.924398,37.52177539,10
여의도역 9호선,21,21,126.924661,37.52117009,42
여의도역근처,3,3,126.2949908,33.25481888,6
여의도한강공원,281,280,126.9351293,37.5263886,561
여의도한강공원 제1주차장,5,5,126.9398634,37.52266186,10
여자만숯불장어구이,5,5,126.7787164,37.70154469,10
여장군 본점,5,5,127.1094819,37.32761929,10
여주곤충박물관,8,8,127.6633314,37.25967017,16
여주그린수상레저,5,5,127.676389,37.29638057,10
여주농촌테마공원 본관,8,8,127.6112958,37.24731424,16
여주리틀야구장,5,5,127.6389059,37.30291852,10
여주마조렐글램핑리조트,8,8,127.6559293,37.24896215,16
여주맛있는휴게소 강릉방향,6,7,127.5696329,37.23789265,13
여주맛집초계국수N수제왕돈까스,5,5,127.6538376,37.29852288,10
여주박물관,3,4,127.6533919,37.29967144,7
여주보,5,5,127.6057652,37.3266599,10
여주보 인증센터,4,4,127.6052246,37.32636353,8
여주보문화관,2,2,129.1189761,35.15319327,4
여주솥반,5,5,127.6349509,37.29923931,10
여주오곡나루축제,12,13,127.6557979,37.29931214,25
여주프리미엄아울렛 WEST,4,4,127.6100035,37.23912332,8
여주한글시장,16,16,127.6344166,37.29752934,32
여주휴게소 서창방향,7,8,127.5700509,37.23982696,15
여주휴게소주유소 인천방향,5,5,127.5687835,37.23973935,10
여호와의증인 이태원왕국회관,5,5,126.9971533,37.53502987,10
역곡역 1호선,19,17,126.8120593,37.48531436,36
역대짬뽕 송탄점,3,3,127.0530711,37.06702868,6
역삼도서관,8,8,127.0332825,37.49537384,16
역삼역 2호선,8,8,127.0364695,37.50067442,16
역전우동0410 대전역점,4,4,127.4324625,36.33206776,8
역전우동0410 위례중앙점,3,3,127.1428071,37.47497629,6
역전우동0410 일산웨스턴돔점,3,3,126.7728757,37.65684153,6
역전할머니맥주 동탄영천점,4,4,127.1134106,37.20580922,8
역전할머니맥주 서울독산점,5,5,126.899952,37.46935468,10
역전할머니맥주 서울신천점,4,4,127.0810872,37.51019566,8
역전할머니맥주 서울한남점,5,5,127.006019,37.53280247,10
역전할머니맥주 신논현점,4,4,127.0242578,37.50724048,8
역전할머니맥주 에버랜드점,5,5,127.2169783,37.28613516,10
역전할머니맥주 위례광장점,5,5,127.1426615,37.47213739,10
역전회관,7,7,126.9470075,37.54292158,14
연경,2,2,126.93552,37.55874461,4
연경 차이나타운본점,18,19,126.6198311,37.47561511,37
연곡해변 솔향기캠핑장,10,10,128.8532874,37.85893104,20
연교,10,10,126.9266712,37.56160461,20
연그리다,3,3,126.7553468,37.48883979,6
연꽃언덕,10,10,127.3255721,37.55023682,20
연꽃테마파크,4,4,126.8072252,37.40224755,8
연남동벚꽃집,4,4,126.9227133,37.56264004,8
연남방앗간,12,13,126.9231621,37.56205648,25
연남취향,4,4,126.9257216,37.56046516,8
연남토마 본점,1,3,126.9214625,37.55950735,4
연돈볼카츠 부천중동점,8,8,126.7625206,37.50298939,16
연돈볼카츠 서현점,4,3,127.1239092,37.38850549,7
연리희재,4,4,126.713352,37.76841065,8
연무대 관광안내소,5,5,127.0236865,37.28783099,10
연무동공영주차장,3,4,127.0205244,37.28775589,7
연무정매점,3,3,127.0236865,37.28782017,6
연무정식당,3,3,127.0236312,37.2878373,6
연밀,3,4,127.0173878,37.28133739,7
연밭,4,4,127.3265425,37.54336856,8
연백식당,5,5,126.6035753,37.45655767,10
연산내과의원,5,5,129.0859845,35.17553074,10
연서시장,5,5,126.9219569,37.61932275,10
연세대학교 국제캠퍼스,14,12,126.6705647,37.38170529,26
연세대학교 노천극장,4,4,126.9395755,37.56541052,8
연세대학교 신촌캠퍼스,11,12,126.9389335,37.5643326,23
연세대학교국제캠퍼스 나눌샘,3,3,126.6710899,37.38242756,6
연세본안과,4,4,127.016431,37.48531133,8
연신내역 3호선,15,15,126.9211007,37.61920325,30
연안식당,2,2,126.9384582,37.5256831,4
연안주차장,3,3,126.6046161,37.45724232,6
연양정원,4,4,127.665556,37.29212158,8
연인산,10,10,127.4143917,37.89875571,20
연인산 계곡,5,5,127.5033824,37.9000306,10
연인산 탐방안내소,5,5,127.4855175,37.84763382,10
연인산도립공원,13,14,127.4439417,37.87628934,27
연인산등산로,5,5,127.4072561,37.87296234,10
연인산리조트,3,3,127.5023729,37.90307183,6
연인산잣닭갈비,10,10,127.5090636,37.83575002,20
연제네 수원인계점,9,9,127.0351434,37.26466059,18
연천 로하스파크 생태습지,3,3,127.0453179,38.1311734,6
연천 전곡리국화축제,10,10,127.0634588,38.01775639,20
연천 전곡리유적 구석기체험숲,8,9,127.0664568,38.01340506,17
연천5일장,3,3,127.0758014,38.09968237,6
연천고랑포구역사공원 역사문화전시관,5,5,126.8472659,37.98798513,10
연천구석기축제 및 국화꽃,4,4,127.0612377,38.01448179,8
연천당포성,12,12,126.9858778,38.02312777,24
연천미라클타운,12,12,127.0449197,38.13061753,24
연천수레울아트홀,4,4,127.0800116,38.10899142,8
연천양원리고인돌,3,3,127.0342225,37.99631202,6
연천은대리성,5,5,127.0597425,38.02431708,10
연천재인폭포 오토캠핑장,12,12,127.1274965,38.06529112,24
연천전곡리선사유적지,23,25,127.0612309,38.01448,48
연천푸르내마을체험관,10,10,127.1067217,38.03476338,20
연천호로고루,54,54,126.8585572,37.98619198,108
연천회관,20,21,127.339943,37.47375322,41
연탄요릿집,5,4,127.0551611,37.53753622,9
연트럴다방,4,4,126.9235633,37.56378305,8
연피랑,3,4,126.9252484,37.56281466,7
연하동,7,7,126.9235575,37.56051243,14
연해장,3,3,127.0218678,37.56483291,6
연현습지공원,3,3,126.8980041,37.42872812,6
연호경의 ‘어른 낙서’ 전시,1,3,126.3175385,33.30566208,4
연화도감,5,5,127.6329218,37.62280564,10
연희김밥 본점,10,10,126.929403,37.56806011,20
연희자연마당,4,4,126.6628067,37.54552624,8
연희장,6,6,126.9300806,37.56608643,12
열두달,9,8,127.2453256,37.9227249,17
열두바구니 송도점,3,4,126.6515216,37.39476233,7
열두시테이블,4,4,126.771114,37.66626598,8
열두알우동집,4,4,127.0150015,37.28002941,8
열린녹지광장,5,5,127.0281653,37.27449642,10
열린송현녹지광장,40,40,126.9817151,37.57656808,80
열린약국,3,3,126.9280872,37.55801952,6
열정냉삼 신중동점,4,4,126.7733616,37.50231511,8
염창역 9호선,5,5,126.8748716,37.54698294,10
영광통닭,4,3,126.9684138,37.58105222,7
영녕릉 세종대왕유적지구 세종대왕릉,22,23,127.6029393,37.30806646,45
영녕릉세종대왕 유적지구,6,6,127.6069783,37.30858822,12
영녕릉세종대왕유적지구 영릉효종왕비인선왕후릉,4,4,127.6088936,37.31348174,8
영동대교북단IC,4,4,127.0596479,37.53394805,8
영동역,4,3,127.7862818,36.1720868,7
영동족발 방이직영점,5,5,127.1080275,37.51400697,10
영등포 이훈헤어샵,4,2,127.7166986,37.88451274,6
영등포공원,8,8,126.9109304,37.51543015,16
영등포돼지갈비,3,3,126.9084214,37.51740323,6
영등포시장역 5호선,16,16,126.9051796,37.52270938,32
영등포아늑,8,8,126.906901,37.51749575,16
영등포역,106,106,126.907876,37.5156837,212
영등포역 1호선,24,22,126.9075503,37.51567263,46
영등포역지하상가,5,5,126.9069572,37.51593526,10
영등포재래시장,6,7,126.9084591,37.51983597,13
영미오리탕 군자점,4,4,127.0762449,37.55767442,8
영빈루,5,5,127.0566337,37.08264619,10
영상식당,3,3,127.2120881,36.45748877,6
영선골순대국,5,5,127.3099216,37.91823833,10
영스피제리아,4,4,127.0135431,37.28357247,8
영심이해물칼국수,1,1,127.4260604,37.07592489,2
영웅이네수산포차 월곶점,5,5,126.7372491,37.38912096,10
영원식당,12,12,126.9310818,37.52615295,24
영월 천문대민박캠핑장,1,1,128.4098963,37.26364756,2
영월공원,8,8,127.648088,37.29460803,16
영월촌놈 여의도본점,4,4,126.9204811,37.52978273,8
영은미술관,3,3,127.2690088,37.41306587,6
영이네,2,2,126.9993347,37.53552004,4
영일분식,4,4,126.889682,37.5162916,8
영종씨사이드 레일바이크,12,12,126.5768667,37.48846151,24
영종씨사이드파크 바다자전거,3,3,127.1292206,35.83450993,6
영천시장,16,17,126.9626683,37.56970342,33
영천휴게소 대구방향,5,4,129.0444974,36.05322303,9
영태리라면,3,3,126.7944605,37.77857441,6
영페이지,4,4,127.0465936,37.26758683,8
영풍문고 강남역점,9,8,127.0274262,37.49915957,17
영풍문고 미아롯데점,5,5,127.0305176,37.6145946,10
영풍문고 사당역점,4,4,126.9822366,37.47769941,8
영풍문고 스타필드코엑스몰점,7,7,127.0591142,37.51150615,14
영풍문고 여의도IFC몰점,4,4,126.9255279,37.52538373,8
영풍문고 종각종로본점,4,4,126.9823416,37.56978188,8
영호돈까스,5,5,126.8985834,37.48170816,10
영화장,5,4,127.0609434,37.59657923,9
예그린씨어터,9,8,127.0030433,37.58388553,17
예래원,5,5,127.1380911,37.90932623,10
예루살렘셀프주유소,4,4,127.2990465,37.929339,8
예림당아트홀,5,5,127.0444339,37.49777406,10
예봉산,5,5,127.2610583,37.55912502,10
예사랑,5,5,127.5006873,37.54883125,10
예술공간 봄,4,4,127.0164552,37.28582199,8
예술공원,4,4,127.0361856,37.25861789,8
예술공원로,5,5,126.9320028,37.41861792,10
예술의전당,19,19,127.0117287,37.47919584,38
예술의전당 IBK챔버홀,4,4,127.0122148,37.47914894,8
예술의전당 한가람미술관,8,7,127.0142365,37.48042814,15
예스24라이브홀,4,4,127.1079715,37.54573487,8
예스24스테이지,5,5,127.0032606,37.58275567,10
예스파크,24,26,127.3856724,37.29308699,50
예스파크 이천도자예술마을,9,9,127.3856689,37.29306177,18
예전한정식,7,6,127.3262239,37.46394614,13
예지현,5,5,127.4945533,37.49115022,10
예크생물원,4,4,127.5516593,37.30113004,8
예하도예 게스트하우스,4,5,126.9851117,37.57442058,9
옐로우성형외과의원,4,4,127.0276319,37.49894779,8
옛고을,4,4,127.3258852,38.06822748,8
옛길 칼국수,5,5,127.3110309,37.9984826,10
옛나루터,4,4,127.3176295,37.54554895,8
옛날농장 방이점,1,1,127.1099895,37.51444305,2
옛날돈까스 2호점,4,4,127.0071077,37.285103,8
옛날돈까스집,2,2,127.0185719,37.28160752,4
옛날맛짜장,4,4,126.777873,37.20616344,8
옛날순두부집,18,20,127.0327196,36.41784022,38
옛날옛적,5,5,127.5093777,37.83317917,10
옛날집,5,5,126.932458,37.48537606,10
옛맛시골집,5,5,127.6752494,37.20564372,10
옛향기가득한 동인동,4,4,127.0203927,37.51807849,8
오가네추어칼국수어죽,2,2,126.743975,37.73829613,4
오가다 대학로본사점,2,3,127.002844,37.58273586,5
오가야,5,5,127.075151,37.55486401,10
오감캠프촌,2,2,127.0247241,37.78156479,4
오거트,4,4,127.0494521,37.54838137,8
오근내2닭갈비,5,5,126.9627811,37.52507698,10
오남역 4호선,9,9,127.1911049,37.70516352,18
오남저수지,5,5,127.2201054,37.69579508,10
오남호수공원,5,5,127.2249394,37.69403807,10
오늘그대와 익선점,3,3,126.9897067,37.57336871,6
오늘손두부,5,5,127.2087238,37.28620046,10
오늘손칼국수&찜,4,4,127.1437823,37.4416593,8
오늘손칼국수&찜 이천점,4,4,127.4413735,37.24786951,8
오늘와인한잔 대학로점,4,4,126.9991532,37.58253407,8
오늘와인한잔 성수가든점,8,8,127.0544503,37.54346873,16
오니리크,5,5,126.9850853,37.2511312,10
오니츠카타이거 가로수길점,4,4,127.0218959,37.52154888,8
오대산국립공원,4,4,128.6021218,37.77720066,8
오뎅&정종,5,5,126.9768967,37.57760878,10
오두산막국수 본점,4,4,126.7589635,37.77137783,8
오두산통일전망대,13,14,126.6772343,37.77327615,27
오들리샷 본점,4,4,126.7565281,37.48999551,8
오디티모드 신라스테이 광화문점,5,5,126.9810912,37.57265046,10
오라델떼,4,4,126.7436942,37.50751992,8
오라방,5,5,127.0237216,37.52109803,10
오라카이 송도파크호텔,25,25,126.6407978,37.38812398,50
오라카이대학로호텔,7,7,126.9987185,37.57557119,14
오라카이대학로호텔 4층 피트니스센터,4,4,126.9987185,37.57557119,8
오라카이대학로호텔 탕초루,4,4,126.9987649,37.57556578,8
오라카이청계산호텔,4,3,127.0546982,37.44898005,7
오랑제뜨22 연남점,4,4,126.9232607,37.56194212,8
오랑주리,4,4,126.9352978,37.77857464,8
오레노라멘 강남점,8,9,127.0280781,37.50050372,17
오레노라멘 송파점,15,15,127.1094304,37.50955652,30
오레노라멘 인사점,14,14,126.9845588,37.57645676,28
오레노라멘 합정본점,13,12,126.9173198,37.5474744,25
오레노카츠 광명점,2,2,126.8795654,37.46112655,4
오렌즈 건대입구점,3,3,127.0705391,37.54028509,6
오렌지루프커피,4,4,127.4899587,37.59224616,8
오롯이꽃,10,10,127.503611,37.671035,20
오류동역 1호선,11,11,126.8448074,37.49439721,22
오리둥지 선물가게,5,5,128.9173635,37.79605196,10
오리랑보리랑,3,4,127.4755907,37.52718145,7
오리마을 본점,5,5,127.1152701,37.76414402,10
오리서원,7,5,126.8804695,37.4285423,12
오리야형곤하우스,4,4,127.6511826,37.625138,8
오리엔스호텔앤레지던스,10,10,126.9911493,37.56002328,20
오리지널 팬케이크하우스 잠실점,1,3,127.1063851,37.51392827,4
오리킹 광릉수목원점,5,5,127.1230278,37.77753171,10
오린지,4,5,127.1063914,37.509653,9
오릴리도넛,4,4,126.7802724,37.67535264,8
오마이게스트하우스,2,2,126.969762,37.58437904,4
오모차랜드 홍대점,5,5,126.9204592,37.55363938,10
오믈렛 먹자,1,1,127.0337277,37.2576545,2
오바케,3,4,126.6421177,37.38411664,7
오복떡집,2,3,127.029646,37.28948755,5
오복솥뚜껑 송도점,5,5,126.6428002,37.38495846,10
오복수산 연남점,4,4,126.9260497,37.562844,8
오브젝트,13,13,126.9663419,37.57154512,26
오븐에빠진닭 명동점,5,5,126.9839727,37.56458517,10
오븐에빠진닭 화곡역점,3,3,126.8381295,37.54122236,6
오블라디풀빌라,9,8,126.7708021,37.84694129,17
오블리펜션,4,4,127.3642533,37.75005817,8
오비스트로,2,3,126.6657312,33.5424616,5
오빈역 경의중앙선,3,3,127.4736614,37.50616717,6
오빌펜션,5,5,127.3059075,37.33903832,10
오빠네옛날떡볶이,4,4,126.7722852,37.65536278,8
오사카부루스 오류점,2,2,126.8429599,37.49536785,4
오산EBS캐릭터공원,9,9,127.0646319,37.14832161,18
오산근린공원,5,5,127.0688506,37.15551689,10
오산농협 하나로마트,4,4,127.0652546,37.16424117,8
오산대역 1호선,14,14,127.0630757,37.16935044,28
오산맑음터공원,8,8,127.0633769,37.13631025,16
오산미니어처빌리지,8,8,127.0626274,37.17734845,16
오산시립미술관,10,10,127.0772411,37.16025219,20
오산에코리움,4,4,127.0636937,37.13823114,8
오산역 1호선,9,9,127.0666301,37.14471716,18
오산오색시장,20,20,127.0708591,37.15093202,40
오산천,5,5,127.0722394,37.15828022,10
오산휴게소 동탄방향,3,3,127.0382856,37.17579909,6
오산휴게소 봉담방향,5,5,127.036526,37.17904614,10
오설록티하우스 북촌점,20,21,126.9845918,37.58099778,41
오설록티하우스 한남점,5,5,127.0010817,37.53851136,10
오설록티하우스 현대미술관점,15,15,126.9806049,37.57938261,30
오성읍구경,5,5,126.4864405,33.51731296,10
오션솔레뷰호텔,29,29,126.5793379,37.49460075,58
오솔커피,4,4,127.2081742,37.72716157,8
