VISIT_AREA_NM,REVISIT_INTENTION,RCMDTN_INTENTION,X_COORD,Y_COORD,Total_value
다산생태공원,44,43,127.2139285,37.09127027,87
다산제일약국,3,3,127.1647771,37.6094605,6
다슬기해장국전문,3,4,127.4912991,37.9407097,7
다온 가평숯불닭갈비,3,4,127.5302967,37.67091804,7
다온무인텔,2,3,126.686597,37.78060641,5
다온재,4,4,126.9824743,37.5831959,8
다운타우너 갤러리아광교,9,9,127.0572634,37.2853038,18
다운타우너 안국,17,20,126.9862477,37.57746248,37
다운타우너 연남,3,5,126.9201368,37.55771167,8
다운타우너 잠실,9,9,127.1106714,37.50898413,18
다운타우너 한남,5,5,127.0008599,37.53484069,10
다원김밥,3,3,126.8275554,37.56731377,6
다이너,3,3,126.7613018,37.7158542,6
다이소 강남고속버스터미널점,4,4,127.0072971,37.50620479,8
다이소 공릉점,4,4,127.0745071,37.62643923,8
다이소 광명사거리점,5,5,126.8542669,37.47974446,10
다이소 광명하안점,3,4,126.8760564,37.46009847,7
다이소 남양주오남점,2,3,127.2106129,37.68462771,5
다이소 노원문화의거리점,4,4,127.0624514,37.65575885,8
다이소 대학로점,4,4,127.0019473,37.5835738,8
다이소 동서울터미널점,5,5,127.0941838,37.53462113,10
다이소 마석역점,3,3,127.3098605,37.65186001,6
다이소 발산역점,5,5,126.8384191,37.55803897,10
다이소 분당이매점,5,5,127.1223815,37.40523905,10
다이소 서울대입구점,4,5,126.9544775,37.48034455,9
다이소 송도트리플스트리트점,5,5,126.663103,37.37879379,10
다이소 수원남문점,5,5,127.0182078,37.27739432,10
다이소 수원인계본점,4,4,127.0336545,37.26536023,8
다이소 신림역1호점,3,3,126.9299428,37.48599449,6
다이소 신사역점,2,2,127.0201568,37.51586927,4
다이소 신촌본점,5,4,126.9355456,37.55532444,9
다이소 안성옥산점,4,3,127.2490759,37.01234066,7
다이소 압구정역점,4,5,127.0289388,37.52709394,9
다이소 여의도점,5,5,126.9259895,37.52308466,10
다이소 연희동점,3,3,126.9297368,37.56576548,6
다이소 영등포역점,5,5,126.9061674,37.51796729,10
다이소 용인동천점,5,5,127.0951086,37.33938116,10
다이소 용인중앙시장점,3,3,127.204663,37.23495633,6
다이소 위례본점,5,5,126.6989531,37.78817425,10
다이소 이태원점,7,8,126.9901702,37.53459701,15
다이소 인천당하점,3,3,126.674788,37.59392148,6
다이소 인천송도1호점,4,4,126.6518265,37.39623369,8
다이소 종로본점,8,8,126.9873561,37.56989785,16
다이소 천호점,4,3,127.1249605,37.54129241,7
다이소 춘천온의점,4,4,127.7210467,37.86598467,8
다이소 평택역점,4,4,127.0876683,36.99124374,8
다이소 홈플러스일산점,4,4,126.7693278,37.6589069,8
다이소 홍대2호점,5,5,126.9255885,37.55776208,10
다이소 화성남양점,4,4,126.8181996,37.20885605,8
다전1973,5,5,127.0125803,37.28491332,10
다정면가 멸치국수와돈까스,5,5,127.0597892,37.17661105,10
다찌,5,5,127.0789277,37.79568965,10
다츠,3,4,126.9991989,37.5365652,7
다피타 여주점,5,5,127.637582,37.25055267,10
다향아트밸리,4,4,127.0861732,34.71578025,8
닥터로빈 강서점,4,4,126.851113,37.55581398,8
단골집,5,5,126.8371001,37.8293209,10
단구주유소,3,3,127.9702293,37.31646236,6
단디 송리단길본점,5,5,127.1103438,37.50923131,10
단미,5,5,127.3109353,37.3643206,10
단밥,5,5,127.2361493,37.54171346,10
단백하루,3,3,127.0272477,37.51826812,6
단상,5,5,126.9864151,37.57795624,10
단양역,5,5,128.3437007,36.97324701,10
단양팔경휴게소 춘천방향,4,3,128.3221759,36.94287649,7
단오,3,4,127.01474,37.28010873,7
단월산,5,5,127.6017439,37.58071561,10
단지커피,5,5,127.0742131,37.55397442,10
달래해장 논현영동시장점,4,4,127.024244,37.5066278,8
달래해장 명동점,4,4,126.9855679,37.56264823,8
달래해장 샤로수길점,5,5,126.9563147,37.47849997,10
달래해장 역삼점,1,1,127.0348787,37.49432461,2
달마사,5,5,126.9627082,37.49872799,10
달맞이광장,6,7,127.654356,37.29795778,13
달문식당,5,5,127.0708495,37.54903901,10
달밤막창,5,5,127.0697788,37.27368449,10
달밤엔씨어터,3,3,127.002681,37.58400086,6
달볶이 숙명여대점,4,4,126.9657087,37.54515757,8
달빛새 베이커리앤카페,2,3,127.1631646,37.6944893,5
달빛새베이커리앤카페,3,4,127.1631646,37.6944884,7
달빛어린이공원,2,3,127.0546235,37.17762993,5
달빛에구운고등어 관저점,4,4,127.3367391,36.29657995,8
달빛여관모텔,3,3,127.0143844,37.29003192,6
달수네소곱창,4,4,127.0228141,37.51647787,8
달인맛집,3,3,126.937288,37.77677559,6
달짜국수,3,3,126.9750573,37.51936875,6
달쭈꾸미,4,5,126.5977089,37.47478862,9
달카페,4,5,126.9820236,37.5837555,9
달콤커피 분당서현점,3,4,127.1212343,37.38655304,7
달콤커피 에버랜드가든점,3,3,127.1994319,37.2905775,6
달콤커피 청계광장점,7,8,126.9796974,37.56947782,15
달콤커피 한남동점,3,3,127.0063132,37.53336468,6
달콤한게으름놀이터,3,3,126.7022184,37.45411914,6
닭갈비타운,9,9,127.5141941,37.82663538,18
닭강정공방 시흥시청점,3,3,126.7994708,37.38140935,6
닭나무집,5,5,127.0300665,37.26374653,10
닭발여행 윤이불닭발,4,4,127.0282463,37.49982342,8
닭이닭숯불닭갈비 오산양산점,5,5,127.0348915,37.19024854,10
닭장,4,4,127.0189314,37.5901081,8
닭진미,5,5,126.9770472,37.55956187,10
닭향,5,5,126.5887855,37.62809867,10
담다,5,5,127.4648536,37.54376643,10
담쁨퍼스널컬러,3,3,126.927347,37.55564764,6
담소소사골순대육개장 북창점,3,3,126.9774534,37.56371194,6
담솥 익선직영점,8,12,126.9897147,37.57297228,20
담장옆에 국화꽃 안녕인사동점,7,8,126.983554,37.57446723,15
담장옆에국화꽃 파미에점,3,4,127.0065957,37.50400277,7
담하,4,4,127.2944446,37.33733383,8
답다,5,5,127.0363605,37.4858655,10
답십리영화미디어아트센터,5,5,127.0637588,37.57179142,10
당거쉼터,5,5,126.9804652,36.99215036,10
당고개역 4호선,3,3,127.0790666,37.67021684,6
당남리섬 (휴업중),14,14,127.5425717,37.39505098,28
당남리섬 가족피크닉존,7,8,127.543224,37.39217916,15
당남리섬 둘레길,5,5,126.5287906,33.51265509,10
"당남리섬, 이포보 오토캠핑장 및 둘레길",4,5,126.499364,33.488414,9
당도,12,12,126.9048652,37.55642454,24
당빛,3,4,127.4427474,37.40535642,7
당산골 거리,9,10,126.4880564,33.47037471,19
당산나루소공원,3,3,126.9007227,37.53280415,6
당산오돌 구의역점,3,3,127.0841174,37.53743625,6
당산오돌 인덕원점,5,5,126.9744162,37.40248483,10
대가설렁탕,3,3,126.9503792,37.40667053,6
대가주점,5,5,127.0018805,37.26743019,10
대갈장군찜,3,3,127.1837236,37.72028096,6
대공원역 4호선,9,9,127.0067525,37.43605574,18
대공원포도밭,4,4,127.0031966,37.43638206,8
대관령농협하나로마트,4,4,128.7036555,37.67344976,8
대광식품,4,4,127.0417512,37.57038849,8
대구스타디움,5,5,128.690218,35.82985821,10
대구역,8,7,128.5962772,35.87594877,15
대농석유 남태령주유소,5,5,126.9878731,37.46683664,10
대덕테크노밸리6단지네오미아아파트,4,1,127.3891376,36.41904629,5
대도곱창 동탄점,5,5,127.1112414,37.20758455,10
대동강,2,2,127.3198027,37.33723016,4
대동집 송탄출장소점,2,3,127.0624741,37.06751969,5
대련집,5,5,126.9889184,37.56839335,10
대륭테크노타운19차,5,5,126.8824625,37.4747987,10
대릉원,3,3,129.2123347,35.83815,6
대림국수 안국점,4,5,126.9863064,37.57794902,9
대림국수 을지로점,2,2,126.9954101,37.56741529,4
대림상가,4,4,126.9930542,37.57167509,8
대림역,3,3,126.5350025,33.51959286,6
대림역 2호선,4,4,126.894931,37.49330994,8
대림차이나타운,5,5,126.8974743,37.49240396,10
대림창고,18,18,127.0562482,37.54171995,36
대맛초,6,6,127.3265464,37.35601975,12
대명에너지세교주유소,4,4,127.06424,37.16670792,8
대명항대명포구,4,4,126.5417278,37.63937221,8
대명항수산물직판장,9,9,126.5416084,37.63961681,18
대물림안성장터국밥,5,5,127.2513819,36.98375984,10
대박고깃집,5,5,127.0298619,37.25933147,10
대박꽃돼지정육식당 용이점,2,2,127.1275794,36.99298359,4
대방역,3,3,126.4883977,33.47077732,6
대방역 1호선,18,18,126.9264945,37.51335414,36
대복관,2,2,127.0811891,37.987663,4
대봉통닭,11,11,127.0178836,37.27967039,22
대부객주,5,5,126.5517298,37.28038177,10
대부도,9,9,126.5967681,37.24613859,18
대부도 16호원조칼국수,5,5,126.5767127,37.2466407,10
대부도 방아머리먹거리타운,2,3,126.5762166,37.28842989,5
대부도 방아머리해수욕장,5,5,126.4883254,33.47136847,10
대부도 유채밭,5,5,126.5678473,37.27294511,10
대부도오션시티 종합어시장,9,9,126.5738152,37.28631285,18
대부도펜션시티,5,5,126.5895455,37.23620234,10
대부도펜션타운,5,5,126.6243831,37.23313188,10
대부도포도빵,4,4,126.5738015,37.28635605,8
대부바다향기 테마파크 습지테마원,5,5,126.5765791,37.27929111,10
대부바다향기테마파크,13,13,126.5745552,37.28627587,26
대부해솔길 1-1코스 순환노선,4,4,126.5664476,37.27322382,8
대부해솔길 1코스,4,4,126.551439,37.27999142,8
대불호텔 전시관,14,14,126.6199726,37.47356487,28
대선칼국수,5,5,126.9726358,37.57719341,10
대성공판장,10,10,127.379317,37.68502564,20
대성리국민관광유원지,3,3,127.379854,37.68005415,6
대성리맷돌손두부,3,3,127.3778601,37.67942266,6
대성리억새공원,2,2,127.3808614,37.68286554,4
대성리역 경춘선,3,3,127.3797063,37.68399007,6
대성수상레저,3,4,127.3795209,37.68143191,7
대성연탄갈비,3,4,127.1098131,37.51445763,7
대세노가리,3,3,126.6103491,37.67663453,6
대소버스공동정류장,10,10,127.4826196,36.96962435,20
대승원,10,11,127.012602,37.27982425,21
대신농협하나로마트,5,3,127.5788924,37.37479159,8
대신체육공원,3,1,127.5811755,37.37395326,4
대오서점,5,5,126.9693065,37.57974782,10
대왕공원,3,3,127.1045984,37.46236971,6
대왕김밥 별관,5,5,126.7214774,37.49425371,10
대우도씨에빛1오피스텔,8,8,127.028343,37.49532287,16
대운이엔지주유소,2,2,129.2042153,35.18996818,4
대웅경영개발원 바이오센터,4,3,127.238071,37.27985944,7
대원미디어,3,3,126.9645802,37.52894103,6
대장장이화덕피자,3,3,126.985355,37.58055098,6
대전도룡고속시외버스정류장,9,8,127.3773011,36.38872216,17
대전복합터미널,23,23,127.4367522,36.35032438,46
대전신세계 아트앤사이언스,4,4,127.3813771,36.37524213,8
대전역,103,105,127.4341122,36.33229969,208
대전청사시외버스둔산정류소(하차),4,4,127.3828093,36.35823062,8
대조전통시장,4,4,126.92777,37.60984805,8
대중음악박물관,3,2,129.2892761,35.8401298,5
대진대학교,3,2,127.1561217,37.87068466,5
대천휴게소 목포방향,4,4,126.5557174,36.37297909,8
대천휴게소 서울방향,3,3,126.5583353,36.37431712,6
대치유수지체육공원,5,5,127.0689916,37.50258085,10
대판1985,3,4,126.6467123,37.39347582,7
대하횟집,4,4,126.6184389,37.16216084,8
대학교,4,4,127.0549831,37.9333158,8
대학로거리,5,5,127.0034236,37.58265296,10
대학로수제모찌,4,4,127.0021873,37.58251603,8
대학로예술극장,3,3,127.0032288,37.58196821,6
대한민국역사박물관,15,16,126.9778578,37.57398697,31
대한민국역사박물관 .광화문광장,4,4,126.9778578,37.57398697,8
대한불교 조계종 심학산 약천사,3,4,126.701138,37.70562257,7
대한불교조계종 신륵사,11,11,127.6615526,37.29755376,22
대한불교조계종용문사 전통다원미르,5,5,127.5721686,37.54930298,10
대한성공회 인천내동교회,4,4,126.6274724,37.47400322,8
대호모텔,1,1,126.8951728,37.47246083,2
대홍샤브샤브뷔페,5,5,126.9081365,37.51454143,10
대화벌교꼬막,5,5,126.7563093,37.67805354,10
대화빌딩,4,4,127.0642306,37.51078628,8
대화역 3호선,21,21,126.747501,37.67615738,42
대화정진짜해장국,6,6,127.0077423,37.56755569,12
대흥역 6호선,5,5,126.9424732,37.54764791,10
댓돌,8,8,127.1006602,37.84006865,16
댕리단길,3,3,126.9157577,37.40082854,6
더 가든키친,3,3,127.0183171,37.51844103,6
더 레드락,3,3,126.7254334,37.49352055,6
더 포레스트갤러리 펜션,4,4,127.4365034,37.59509764,8
더 플라자 라운지,5,5,126.9779149,37.56467069,10
더 하버 레스토랑,5,5,126.6195509,37.4721353,10
더AW컨벤션웨딩,4,4,127.2495976,36.99696805,8
더그레이호텔,5,5,126.9153167,37.56965912,10
더그린가든센터,5,5,126.8529365,37.68847484,10
더그림,19,19,127.4969906,37.52857817,38
더글라스하우스,4,4,127.1089806,37.5558804,8
더달달,3,2,127.0284862,37.50319222,5
더도어즈이스케이프,4,4,126.7656246,37.66454694,8
더드림호텔,2,4,127.2043355,37.89772482,6
더레퍼런스,3,3,126.9718052,37.58230005,6
더로열푸드앤드링크,5,5,126.9839764,37.54717429,10
더리버사이드호텔,12,11,127.0180852,37.51856901,23
더리프 사당,8,8,126.9811258,37.47571702,16
더모스트펜션,3,5,127.355201,37.75437078,8
더반올가닉,5,5,127.5093767,37.27169644,10
더백푸드트럭 더현대서울점,2,1,126.9283217,37.52581794,3
더백푸드트럭 해방촌점,3,4,126.9840443,37.54746622,7
더벙커,5,5,127.4199768,37.46348615,10
더베이커스가든 화도본점,5,5,127.2988236,37.66892598,10
더베이크 센터마크호텔점,4,4,126.9841974,37.57259325,8
더베일리하우스 삼성점,5,5,127.0631011,37.50996517,10
더벤티 김포마송점,3,3,126.5978425,37.68944041,6
더블라썸,12,12,126.9244016,37.56300874,24
더블리스,4,4,126.9777081,37.56338943,8
더블제이 케이크앤마카롱,3,3,126.6846614,37.48653148,6
더블하모니,5,5,126.9131471,37.55466857,10
더비기닝,5,5,126.6314437,37.47195237,10
더빛남,5,5,127.1108089,37.51019134,10
더빨간짬뽕,5,5,127.0974198,37.74645072,10
더샵부평센트럴시티아파트,5,5,126.6984653,37.4771475,10
더수제비 남양주본점,6,9,127.3377828,37.59188238,15
더숲 초소책방,4,4,126.9642679,37.58594884,8
더숲초소책방,10,10,126.9642679,37.58594884,20
더스크블루,5,5,126.8991442,37.52877714,10
더스크커피,4,4,126.9924757,37.56038016,8
더스키앤커피,3,3,127.0041254,37.58103114,6
더스타,2,2,126.938133,37.55781257,4
더스타갤러리,4,4,126.9851141,37.57371781,8
더스테이송도,24,24,126.6289544,37.40603566,48
더스테이트 선유,26,27,126.8933695,37.53858576,53
더스테이호텔,2,5,126.9867485,37.56186811,7
더스테이힐링파크 내 알파와앵무,3,4,127.1525571,35.81482431,7
더스테이힐링파크 퍼블릭,5,5,127.5233803,37.66091932,10
더스틸카페,7,7,127.5257093,37.80580869,14
더스팟 패뷸러스,9,9,126.9826014,37.56233248,18
더씨,5,5,126.9171389,37.54936997,10
더워크,9,9,127.0019276,37.43295823,18
더웰빙카페,2,3,127.0218008,37.50581737,5
더조커,4,4,126.9209863,37.55173322,8
더존카라반&글램핑,4,4,127.380397,38.03274776,8
더좋은서울치과,4,4,127.0024397,37.2673653,8
더지스치즈카페,4,4,126.9822757,37.99843465,8
더진국 가평점,5,5,127.5125295,37.8303185,10
더진국 안산고잔점,3,3,126.8363998,37.31729228,6
더캡슐 명동점,10,9,126.9988568,37.56352037,19
더커피106,4,4,127.4973048,37.59766818,8
더커피에반하다,4,3,126.6954572,37.79130781,7
더컨벤션 잠실점,5,5,127.1060212,37.51575493,10
더케이즈,11,10,127.3410092,37.94026044,21
더코노셔레지던스,4,4,126.9201286,37.52824899,8
더큐리키즈카페,5,5,126.6280612,37.40508679,10
더큐브호텔,5,5,126.9862058,37.55881907,10
더큐이스케이프45 홍대입구역점,3,4,126.9227072,37.55534196,7
더키월드,8,8,126.9259742,37.55686854,16
더키친일뽀르노 광화문점,5,5,126.9813939,37.57508319,10
더티래빗(2호점),3,3,127.0173459,37.28510554,6
더티트렁크,33,32,126.7029976,37.72838216,65
더파운틴,3,4,126.9929806,37.53520268,7
더파이브올스,5,5,126.928479,37.55545732,10
더파크츄러스 낙산공원점,5,5,127.0054206,37.58056978,10
더파티움 여의도,5,5,126.9227082,37.52814168,10
더페이스샵 영등포지하상가점,3,3,126.9061579,37.51746182,6
더페이지갤러리,7,7,127.0429143,37.54567553,14
더포레스트원,9,9,127.7217978,37.52869664,18
더푸드하우스 수서역사점,3,3,127.1044833,37.48526267,6
더푸짐,5,5,126.9991415,37.41122749,10
더푸짐한밥상,5,5,127.275411,37.0053667,10
더풋샵 강남역점,4,4,127.0262137,37.49859041,8
더풋샵 명동아르누보점,5,5,126.9838595,37.5647221,10
더플라스틱 클라이밍,5,5,126.8957272,37.5136121,10
더플라자,18,18,126.9781107,37.56469235,36
더플래츠,8,9,127.3630863,37.76201213,17
더플러스성형외과,3,3,127.0230217,37.51857536,6
더플레어,3,3,126.9855858,37.56932011,6
더플레이스 잠실롯데백화점,4,4,127.0985167,37.51188711,8
더플레이스 코엑스점,5,5,127.0588254,37.51242892,10
더플레인,4,4,126.9854444,37.56310412,8
더플레인 영등포점,5,5,126.5581237,33.42374026,10
더피아1972,2,2,126.9766551,37.56837714,4
더피터커피,4,5,127.0172172,37.56592658,9
더하우스1932,5,5,126.9673789,37.55554295,10
더하이브,5,5,127.3279782,37.65195149,10
더한강,6,6,128.0873761,36.3521645,12
더할랄가이즈 이태원점,5,5,126.9947864,37.53470903,10
더현대서울,425,439,126.9284459,37.52587232,864
더현대서울 6층,3,3,126.9284261,37.5258975,6
더현대서울 매직샷 전시회,3,3,126.9284261,37.5258975,6
더호텔 문,3,3,126.9071711,37.51857356,6
더휴식 이로호텔 월곶지점,9,9,126.7413209,37.39113561,18
더휴식 크로와상호텔 구리지점,4,4,127.1368362,37.59781847,8
더휴웨딩홀,7,7,127.0501022,37.5053042,14
더힐하우스호텔 양평,8,7,127.4400633,37.50556551,15
덕부네한식뷔페,3,3,127.1287915,37.65283094,6
덕성여자고등학교,1,2,126.9832045,37.57814324,3
덕소강변삼익아파트,4,3,127.207555,37.58635291,7
덕송천,4,4,127.1206233,37.66121871,8
덕수궁,223,234,126.9587077,37.48043691,457
덕수궁 리에제와플,11,12,126.9764525,37.56479294,23
덕수궁 석조전대한제국역사관,20,20,126.9742289,37.56639985,40
덕수궁 중명전,5,5,126.9725219,37.56673464,10
덕수궁돌담길,92,93,126.9756646,37.56497658,185
덕암사,5,4,127.1195582,37.59910584,9
덕정시장,4,5,127.0634684,37.84361549,9
덕정역 1호선,4,4,127.0615593,37.84318765,8
덕차이,2,4,127.2162489,37.58743921,6
덕평공룡수목원,10,10,127.3372268,37.23231754,20
덕평자연휴게소 강릉방향,10,10,127.389563,37.24183413,20
덕평자연휴게소 인천방향,17,17,127.3898083,37.24132153,34
덕포진,5,6,126.5355823,37.65103925,11
덕풍전통시장,3,3,127.20353,37.54181023,6
덕후선생 광화문점,9,9,126.9789272,37.57106794,18
던킨,5,5,126.7403191,37.8915772,10
던킨 영등포역사점,3,3,126.9074733,37.51573023,6
던킨 진주평거퀸즈웰가점,3,5,128.0507156,35.1661836,8
던킨도너츠 신대방삼거리점,2,2,126.9300704,37.49952048,4
던킨도너츠 청주터미널점,3,3,127.4328755,36.62594065,6
던킨도넛츠,3,3,126.7855783,37.59932841,6
덤앤더머 홍대점,5,5,126.9198929,37.54981877,10
덧정하우스,5,5,127.2511481,37.33628304,10
덮밥장사장 미사점,5,5,127.1892203,37.56627896,10
데니스스모크하우스,6,7,126.9713523,37.71226142,13
데블스도어 센트럴시티점,5,5,127.0092106,37.50499731,10
데일리라이크 세로수길점,12,12,127.0206788,37.52189149,24
데일리베이커리,4,4,127.0332432,37.20679954,8
데일리오아시스 남양주별내점,3,3,127.127072,37.65719356,6
데일리오아시스 샤로수길점,5,5,126.9565908,37.47814688,10
데일리오아시스 송도센트럴파크점,7,7,126.6446437,37.3857533,14
델레떼,5,5,127.3273998,37.54431133,10
델루나김밥,5,5,127.2106971,37.23756959,10
델리 압구정점,5,5,127.0364148,37.52786313,10
델리빈 카페,4,4,126.7019821,37.45102628,8
델리카한스 롯데호텔서울,8,8,126.9809617,37.56535597,16
델리커리 동대문점,3,3,127.0099382,37.56720233,6
델리커리 동탄라크몽점,8,8,127.1051513,37.16689493,16
델리커리 목동41타워점,4,4,126.8757719,37.52817822,8
델리커리 인천앨리웨이점,5,5,126.6645319,37.46954614,10
델비노,1,1,127.1111799,37.55437607,2
델씨엘로,5,5,127.4336987,37.75286113,10
도깨비도로,1,4,127.0273562,37.3939932,5
도너츠윤 대부도,9,9,126.5738015,37.28635605,18
도너츠윤 동두천본점,5,5,127.0422563,37.90416697,10
도농역 경의중앙선,4,4,127.1611787,37.6087726,8
도담곤드레한정식,4,4,126.8154128,37.60283323,8
도담도담식빵 양평점,4,3,127.4922546,37.49513142,7
도당근린공원 백만송이장미원,5,5,126.7922358,37.5165352,10
도대리등산로,3,3,127.4709318,37.9569708,6
도덕산,9,8,126.85722,37.46546707,17
도래울파크뷰아파트,5,5,126.8687969,37.62709978,10
도레도레 김포롯데몰점,4,4,126.8032209,37.56324377,8
도레도레 서울역점,3,3,126.9707148,37.55366254,6
도리스,4,4,127.1897086,37.56330309,8
도림동공영주차장,5,5,126.8967694,37.50831151,10
도림천,3,3,126.9338222,37.47177609,6
도마 유즈라멘,5,4,126.986517,37.57782651,9
도마 인사점,10,10,126.9858453,37.57377917,20
도미노피자 배방점,4,4,127.0775056,36.77140038,8
도미인서울강남호텔,10,10,127.0294745,37.5056283,20
도봉산,5,6,127.0154586,37.69884206,11
도봉산공영주차장,4,4,127.0407058,37.68768647,8
도봉산역 1호선,4,4,127.0460627,37.68951168,8
도봉산역 7호선,4,4,127.0464256,37.68963047,8
도비네꽃도리탕,5,5,127.1302697,37.43199446,10
도산공원 도산안창호기념관,5,5,127.0355079,37.52392062,10
도산근린공원,22,22,127.0352876,37.52455769,44
도산맘마,10,10,127.0346445,37.52591389,20
도새기식당,5,5,126.9159533,37.61958532,10
도서관가는길,5,5,126.8541682,37.50725477,10
도선사,5,5,126.9282192,37.7738585,10
도선재,9,9,127.4853054,37.71453481,18
도스타코스 강남역점,4,4,127.0242654,37.50285078,8
도스타코스 서울대입구역점,4,4,126.9528864,37.47914018,8
도식화,8,8,126.9217918,37.5497804,16
도어투성수,5,5,127.0535944,37.5428204,10
도원대중사우나,3,5,126.9572296,37.53950553,8
도이창카페 융건릉점,5,5,126.9892982,37.20637843,10
도이창커피농장,10,10,127.0125396,37.28432585,20
도자기카페 이클림,10,10,127.4927269,37.68571273,20
도제 강남점,5,5,127.0043249,37.50531835,10
도조 AK플라자 AKTown점,5,5,127.000575,37.26521905,10
도축장직영 축산물판매장,4,4,127.2192921,37.92719293,8
도쿄등심,2,2,127.0612949,37.2746026,4
도쿄빙수 건대점,5,5,127.0701061,37.54304241,10
도쿄빙수 성신여대점,5,5,127.0181574,37.5919931,10
도쿄스테이크 건대점,4,4,127.0706221,37.54313941,8
도쿄스테이크 서울스퀘어점,4,5,126.9737483,37.55551931,9
도토리,10,10,126.9727972,37.5319093,20
도토리브라더스,4,4,126.9692595,37.57291466,8
도토리숲 아이파크몰점,5,5,126.9642363,37.52890128,10
도토리캐리커쳐,5,5,126.92556,37.56141471,10
도토리편백집 대학로점,9,10,127.0010733,37.58391079,19
도톰카츠 송도점,5,5,126.6363194,37.39886213,10
도톰카츠 영종점,5,5,126.5595135,37.48578699,10
도트블랭킷,11,13,126.9840968,37.57702613,24
도프레코드,5,5,126.9373584,37.54751916,10
도프커피,9,9,127.5914914,37.48298492,18
도피오커피,3,4,128.9467287,35.1731997,7
도화서,3,3,126.9911396,37.56544367,6
도화아파트먼트,3,4,126.9494901,37.53954212,7
독립문,11,12,126.9595426,37.57245042,23
독립문역 3호선,4,4,126.9579137,37.57446628,8
독산성 세마대,8,8,127.0167343,37.18134288,16
독산역 1호선,11,10,126.8894779,37.46597377,21
독일주택,4,3,127.0005208,37.58299899,7
돈가 대박집 부천점,5,5,126.7791042,37.48624845,10
돈가스온기,4,4,126.7553518,37.49010481,8
돈가쓰살롱,1,1,126.9708103,37.57871746,2
돈까스상회 수원인계점,4,4,127.033897,37.26315081,8
돈까스의집,4,3,127.0907109,37.50703515,7
돈까스잔치 동빙고점,3,4,126.9963937,37.52123731,7
돈까스잔치 마성점,3,3,127.1921835,37.27846152,6
돈까스잔치 마성점 주차장,2,4,127.1922266,37.27856057,6
돈까스클럽 양주본점,6,6,127.0894487,37.7876816,12
돈까스클럽 진건점,5,5,127.1710272,37.65030137,10
돈덩어리,4,4,127.3216409,37.54868707,8
돈박,4,4,126.959191,37.57372971,8
돈부리파스타 송리단길점,8,8,127.109547,37.50964021,16
돈부리파스타 익선점,4,4,126.9902127,37.5734994,8
돈사돈 강동직영점,4,4,127.1242734,37.54182653,8
돈수백 홍대직영점,5,5,126.924526,37.55636667,10
돈암동거리,5,4,127.0187145,37.59232458,9
돈앤까,4,4,126.6256412,37.47213415,8
돈의문박물관마을,14,14,126.9685367,37.56880593,28
돈주는남자 본점,5,5,126.9211128,37.55193513,10
돈짝,5,5,127.1265349,36.99381911,10
돈짱,4,5,126.4634262,33.50294148,9
돈참 오천점,5,5,127.4972566,34.93736995,10
돈치킨,2,2,126.9170024,33.44977355,4
돈키호텔,4,4,126.9254556,37.39772743,8
돈타래게장정식,3,2,126.699598,37.47291836,5
돈통마늘보쌈 남양주덕소점,4,3,127.2213971,37.57939282,7
돌다리곱창골목,5,5,127.1413374,37.59961875,10
돌담병원,3,4,127.3234087,38.07180735,7
돌담집,8,8,127.1005041,37.73118317,16
돌체레스토,5,5,127.0595044,37.16962531,10
돌체파르니엔펜션,7,8,127.4816534,37.53123297,15
돌황소곱창,5,5,126.9109257,37.54980513,10
돗가비불쭈꾸미,3,4,127.6027419,37.51572781,7
동경규동 별내점,3,3,127.1255223,37.65757363,6
동관왕묘,5,7,127.0182569,37.57312628,12
동교로,3,3,126.9177232,37.55528093,6
동구릉,25,26,127.1320504,37.61942243,51
동국대학교 서울캠퍼스,3,3,127.000885,37.55804592,6
동국파전,4,4,126.9976367,37.56159853,8
동궁과월지,8,8,129.2269755,35.83477626,16
동기간,6,7,127.5491043,37.85527196,13
동네골목길관광코스 10코스(종로5.6가동),3,4,127.0065111,37.57124984,7
동대구역,184,183,128.6283938,35.87932399,367
동대구터미널,12,13,128.6303085,35.87798596,25
동대닭한마리 본점,7,7,126.997424,37.56099305,14
동대문 문구완구시장,11,13,127.0144485,37.57123112,24
동대문디자인플라자,132,130,127.009911,37.56718431,262
동대문디자인플라자 디자인전시관,10,10,127.0095397,37.56679511,20
동대문디자인플라자(DDP,4,4,127.0115364,37.56711569,8
동대문디자인플라자(DDP) 동대문역사문화공원,24,24,127.0108437,37.56720225,48
동대문디자인플라자(DDP) 어울림광장,4,4,127.0099065,37.56718792,8
동대문역 1호선,3,3,127.0106338,37.57166941,6
동대문역 4호선,10,10,127.0093138,37.57090728,20
동대문역사문화공원 동대문운동장기념관,3,4,127.0111607,37.5678149,7
동대문역사문화공원역 4호선,3,3,127.0079152,37.56514371,6
동대문엽기떡볶이 본점 홀매장,3,4,127.0155522,37.56609891,7
동대문엽기떡볶이 충주성서점,5,5,127.9322868,36.9700158,10
동대문엽기떡볶이 평촌점,5,5,126.9642646,37.39356929,10
동대문종합시장,29,24,127.0076181,37.57042086,53
동대문종합시장 D동상가,4,4,127.0073487,37.57065514,8
동대문종합시장 먹거리장터,9,9,127.0066843,37.57083537,18
동대문종합시장 악세서리부자재시장,14,13,127.0082293,37.57010907,27
동대문크레페,5,5,127.0073958,37.56632224,10
